white_elo,black_elo,eco,opening,result,num_plies,time_control
1106,1112,C60,Ruy Lopez: Lucena Variation,1-0,53,300+3
1077,1002,C23,Bishop's Opening,0-1,48,300+3
1844,1828,B00,Pirc Defense,1-0,63,300+3
1772,1769,D31,Semi-Slav Defense: Accelerated Move Order,0-1,28,300+3
1155,1094,C45,Scotch Game: Classical Variation,0-1,39,900+10
1672,1601,B01,Scandinavian Defense: Modern Variation,0-1,40,900+10
2157,2101,B45,"Sicilian Defense: Four Knights Variation, Exchange Variation",1-0,80,900+10
1048,953,D00,Blackmar-Diemer Gambit,0-1,16,900+10
1080,1060,A02,Bird Opening,1-0,111,900+10
994,1009,C24,Bishop's Opening: Berlin Defense,0-1,64,300+0
1137,1119,D01,Rapport-Jobava System,0-1,34,300+0
1995,2022,E81,"King's Indian Defense: Sämisch Variation, Normal Defense",1-0,61,300+0
1863,1890,C01,French Defense: Exchange Variation,1-0,37,300+0
1196,1038,C20,Portuguese Opening,0-1,44,300+0
1803,1840,A40,Horwitz Defense,1-0,101,300+0
1461,1493,A40,Englund Gambit,1-0,113,300+0
1568,1597,C50,Italian Game: Paris Defense,0-1,72,300+0
1432,1424,D00,Queen's Pawn Game,1/2-1/2,114,300+0
1376,1339,D00,Queen's Pawn Game: Levitsky Attack,1-0,43,300+0
1232,1266,A45,Indian Defense: Accelerated London System,1-0,67,300+0
1567,1505,B10,Caro-Kann Defense,1-0,55,300+0
1063,1099,C40,King's Knight Opening,1-0,77,300+0
1677,1696,B20,Sicilian Defense: Bowdler Attack,1-0,66,300+0
1606,1613,C50,Italian Game: Giuoco Piano,1-0,55,300+0
1891,1943,B13,Caro-Kann Defense: Exchange Variation,1/2-1/2,135,300+0
1774,1732,D00,Queen's Pawn Game: Mason Attack,1-0,51,300+0
1529,1599,A01,Nimzo-Larsen Attack: Classical Variation,1-0,165,180+0
1188,1229,A04,Zukertort Opening: Wade Defense,1-0,103,600+5
1940,1954,B01,Scandinavian Defense: Gubinsky-Melts Defense,1-0,77,600+5
1270,1318,C40,King's Pawn Game: Busch-Gass Gambit,0-1,16,600+5
1929,1928,D00,Queen's Pawn Game: Accelerated London System,0-1,80,60+0
1508,1508,A43,Benoni Defense: French Benoni,1/2-1/2,68,60+0
1834,1841,D00,Queen's Pawn Game: Accelerated London System,1-0,77,60+0
1580,1574,A00,"Polish Opening, with d5",0-1,76,60+0
2163,2153,A04,Zukertort Opening: Black Mustang Defense,0-1,42,60+0
1316,1347,C20,King's Pawn Game: MacLeod Attack,0-1,58,60+0
2143,2141,E62,"King's Indian Defense: Fianchetto Variation, Simagin Variation",0-1,110,60+0
1996,2030,B21,Sicilian Defense: McDonnell Attack,0-1,80,60+0
2148,2145,B01,Scandinavian Defense: Modern Variation,1-0,103,60+0
2199,2258,A01,Nimzo-Larsen Attack,0-1,68,60+0
1783,1715,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",1-0,87,60+0
1747,1796,A00,"Polish Opening, with d5",0-1,66,60+0
1581,1637,A00,Mieses Opening,1-0,91,60+0
2284,2364,C78,Ruy Lopez: Morphy Defense,0-1,88,60+0
1808,1828,C21,Center Game,0-1,42,60+0
918,891,C50,Italian Game: Anti-Fried Liver Defense,1-0,31,60+0
2093,2115,A40,Queen's Pawn Game: Modern Defense,1-0,25,60+0
1962,1911,C24,Bishop's Opening: Vienna Hybrid,0-1,110,180+0
2214,2165,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",0-1,60,180+0
1081,1061,C50,Italian Game: Giuoco Pianissimo,1-0,43,180+0
1485,1500,B02,Alekhine Defense: Normal Variation,0-1,68,600+0
1856,1820,C42,Petrov's Defense,0-1,102,600+0
2949,2813,A00,Hungarian Opening,1/2-1/2,113,30+0
1724,1678,B06,Modern Defense,1-0,63,15+0
2528,2356,C02,French Defense: Advance Variation,0-1,104,180+2
1433,1447,A46,Indian Defense: Knights Variation,1-0,103,180+0
2276,2214,A41,Old Indian Defense,0-1,80,30+0
1887,1767,A01,Nimzo-Larsen Attack,0-1,58,15+0
1668,1787,A40,Queen's Pawn Game: Modern Defense,1-0,71,180+2
1448,1436,D15,Slav Defense: Three Knights Variation,1-0,31,180+2
1831,1851,B21,Sicilian Defense: Smith-Morra Gambit Accepted,0-1,19,180+2
2027,2097,A40,Queen's Pawn Game: Modern Defense,1/2-1/2,98,180+2
1605,1515,B50,Sicilian Defense: Modern Variations,1-0,49,180+2
1336,1288,B06,Modern Defense,1-0,47,180+2
1501,1484,A35,"English Opening: Symmetrical Variation, Two Knights Variation",1-0,83,180+2
2267,2297,B18,Caro-Kann Defense: Classical Variation,1-0,67,180+2
970,825,B00,Nimzowitsch Defense,1-0,51,180+2
2025,1909,D31,Queen's Gambit Declined: Queen's Knight Variation,1-0,53,180+2
1895,1905,D00,Queen's Pawn Game,1-0,71,180+2
2150,2278,B18,"Caro-Kann Defense: Classical Variation, Main Line",1-0,45,180+2
2454,2449,C41,Philidor Defense,0-1,62,180+0
2095,2043,B01,Scandinavian Defense: Valencian Variation,0-1,110,60+0
980,896,B06,Modern Defense,1-0,115,420+0
1573,1099,A48,"Indian Defense: Colle System, King's Indian Variation",1-0,116,420+0
1981,1968,E50,Nimzo-Indian Defense,0-1,112,120+1
1726,1672,D35,Queen's Gambit Declined: Normal Defense,1-0,77,120+1
1586,1577,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,100,120+1
1374,1399,C50,Italian Game: Giuoco Pianissimo,1-0,57,120+1
2107,2090,A50,Indian Defense: Normal Variation,0-1,72,120+1
1628,1646,B30,Sicilian Defense: Old Sicilian,1-0,67,120+1
1922,1923,A04,Zukertort Opening: Herrstrom Gambit,0-1,66,120+1
1762,1739,B40,Sicilian Defense: French Variation,1-0,57,120+1
1228,1297,B07,Pirc Defense,1-0,99,120+1
1560,1620,B01,Scandinavian Defense: Main Line,1-0,47,60+0
1892,1920,B13,Caro-Kann Defense: Exchange Variation,0-1,64,60+0
1377,1379,D00,Queen's Pawn Game,0-1,70,60+0
556,600,D00,Queen's Pawn Game,0-1,32,60+0
2219,2172,A40,English Defense,1-0,45,60+0
1496,1455,A48,London System,0-1,68,60+0
1673,1627,C24,Bishop's Opening: Berlin Defense,1-0,95,60+0
2395,2376,A34,"English Opening: Symmetrical Variation, Fianchetto Variation",1/2-1/2,99,60+0
2128,2165,A04,Zukertort Opening: Black Mustang Defense,1-0,73,60+0
2065,2002,A40,Horwitz Defense,0-1,82,60+0
1774,1782,A08,Zukertort Opening: Reversed Grünfeld,1-0,45,60+0
1999,1978,A06,Zukertort Opening: Tennison Gambit,0-1,82,60+0
1702,1752,A40,Horwitz Defense,0-1,80,60+0
881,972,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",0-1,54,60+0
1260,1309,D00,Queen's Pawn Game,1-0,63,60+0
2318,2293,C41,Philidor Defense: Exchange Variation,1-0,101,60+0
2053,1929,A00,Van't Kruijs Opening,0-1,34,30+0
1575,1580,C28,"Vienna Game: Stanley Variation, Three Knights Variation",1-0,53,60+0
1425,1488,C23,Bishop's Opening,0-1,92,180+0
1532,1519,C20,King's Pawn Game: MacLeod Attack,0-1,94,180+0
1719,1775,C46,Three Knights Opening,1-0,67,180+0
1982,1931,C10,French Defense: Rubinstein Variation,1-0,71,180+0
1515,1490,D06,Queen's Gambit Declined: Marshall Defense,1-0,97,180+0
1799,1804,D35,Queen's Gambit Declined: Normal Defense,0-1,50,180+0
1302,1401,A40,Horwitz Defense,1-0,93,180+0
1782,1776,C40,Elephant Gambit: Paulsen Countergambit,1-0,61,180+0
2416,2455,B45,Sicilian Defense: Four Knights Variation,1-0,51,180+0
2473,2493,B23,Sicilian Defense: Closed,1/2-1/2,68,180+0
1617,1585,D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense",0-1,120,180+0
2047,2164,A54,Old Indian Defense: Ukrainian Variation,0-1,50,180+0
1644,1705,D00,Queen's Pawn Game: Levitsky Attack,1/2-1/2,135,180+0
1145,1102,B01,Scandinavian Defense: Modern Variation,0-1,32,60+0
2466,2438,B01,Scandinavian Defense: Main Line,1-0,63,60+0
2126,2135,D10,Slav Defense,1-0,59,60+0
1897,1849,C50,Italian Game: Giuoco Pianissimo,0-1,86,60+0
1617,1613,B00,Pirc Defense,0-1,60,60+0
2025,2018,D06,Queen's Gambit Declined: Marshall Defense,0-1,56,60+0
2561,2502,A01,Nimzo-Larsen Attack: Indian Variation,0-1,88,60+0
1132,1105,D00,Queen's Pawn Game,0-1,122,300+0
933,930,A06,Zukertort Opening: Tennison Gambit,1-0,83,300+0
1004,992,A00,Saragossa Opening,1-0,77,300+0
1607,1545,B30,Sicilian Defense: Old Sicilian,0-1,82,300+0
1980,1987,D31,Semi-Slav Defense: Accelerated Move Order,0-1,116,300+0
1346,1354,A00,Van't Kruijs Opening,0-1,58,300+0
1727,1716,D05,Rubinstein Opening,1/2-1/2,124,300+0
892,826,C00,French Defense,0-1,42,300+0
1675,1675,A15,English Opening: Anglo-Indian Defense,1-0,60,300+0
1534,1526,D06,Queen's Gambit,1-0,3,300+0
918,877,D20,"Queen's Gambit Accepted: Central Variation, Modern Defense",0-1,98,300+0
1223,1235,C44,Scotch Game,0-1,80,300+0
1802,1861,C00,French Defense: Mediterranean Defense,0-1,134,300+0
2005,2073,B01,Scandinavian Defense: Panov Transfer,1-0,71,300+0
942,937,C20,King's Pawn Game: Napoleon Attack,0-1,66,300+0
1921,1998,B21,Sicilian Defense: McDonnell Attack,0-1,64,300+0
1747,1776,A06,Nimzo-Larsen Attack: Classical Variation,1-0,151,300+0
1390,1504,C21,Center Game: Kieseritzky Variation,1-0,71,300+0
1707,1769,D02,"Queen's Pawn Game: London System, with e6",0-1,48,300+0
1621,1610,A40,Horwitz Defense,0-1,74,60+1
950,1051,B01,Scandinavian Defense,0-1,150,600+0
2110,2040,B20,Sicilian Defense,1-0,41,30+0
1930,943,C41,Philidor Defense,1-0,49,600+0
2058,2813,A06,Zukertort Opening: Old Indian Attack,0-1,42,0+1
1843,1800,B44,Sicilian Defense: Taimanov Variation,0-1,90,180+0
1532,1533,A40,Englund Gambit Declined: Reversed French,0-1,54,180+0
1558,1550,B50,Sicilian Defense: Modern Variations,0-1,56,180+0
1635,1642,A48,London System,1-0,85,180+0
2145,2155,A58,Benko Gambit Accepted: Fully Accepted Variation,1/2-1/2,111,180+0
1888,1842,C21,Danish Gambit Accepted: Copenhagen Defense,1-0,61,180+0
1817,1728,C25,Vienna Game,0-1,45,180+0
1703,1705,A06,Zukertort Opening: Reversed Mexican Defense,1-0,45,180+0
1963,1959,B22,Sicilian Defense: Alapin Variation,1-0,31,180+0
1290,1303,A01,Nimzo-Larsen Attack: Classical Variation,1-0,61,180+0
1600,1631,A40,Mikenas Defense,0-1,106,180+0
1222,1500,B01,Scandinavian Defense,0-1,46,180+0
1584,1587,A43,Benoni Defense: Old Benoni,1-0,77,180+0
1163,1159,B00,Borg Defense,0-1,35,180+0
1955,1942,A10,English Opening,1-0,81,180+0
1677,1672,A82,Rat Defense: Balogh Defense,0-1,58,180+0
1542,1540,B10,Caro-Kann Defense: Hillbilly Attack,0-1,76,180+0
1796,1778,A43,Benoni Defense: French Benoni,0-1,44,180+0
1906,1762,A40,Horwitz Defense,0-1,98,180+0
1892,1916,B56,Sicilian Defense: Classical Variation,0-1,71,180+2
1532,1623,B02,Alekhine Defense,1-0,21,180+2
1303,1197,B10,Caro-Kann Defense,0-1,62,180+2
2040,2145,A45,Indian Defense: Accelerated London System,0-1,70,180+2
1433,1335,B32,Sicilian Defense: Open,1-0,33,180+2
1778,1728,B10,Caro-Kann Defense,0-1,70,180+2
1700,1724,C50,Italian Game: Paris Defense,0-1,42,180+2
1136,1069,B30,Sicilian Defense: Old Sicilian,0-1,40,180+2
1819,1822,B13,Caro-Kann Defense: Exchange Variation,0-1,46,180+2
1195,1286,A46,Indian Defense: London System,1-0,51,180+2
1171,1160,C47,Four Knights Game: Italian Variation,0-1,66,180+2
966,971,C40,King's Pawn Game: Busch-Gass Gambit,1-0,43,600+0
1520,1580,A40,Englund Gambit,1-0,107,600+0
1312,1334,A10,English Opening: Anglo-Lithuanian Variation,0-1,18,600+0
1919,1908,D00,Queen's Pawn Game: Accelerated London System,1-0,95,180+0
1803,1830,D02,Queen's Pawn Game: Krause Variation,0-1,54,180+0
1407,1329,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1-0,73,180+0
2158,2232,A00,Hungarian Opening,0-1,66,180+0
2080,2042,A01,Nimzo-Larsen Attack: Classical Variation,1-0,65,180+0
1874,1877,D00,Blackmar-Diemer Gambit: Blackmar Gambit,1-0,67,180+0
1964,2015,C41,Philidor Defense,1-0,57,180+0
950,959,C50,Four Knights Game: Italian Variation,0-1,38,180+0
1277,1289,D00,Queen's Pawn Game,0-1,62,180+0
1640,1734,B10,Caro-Kann Defense: Hillbilly Attack,1-0,47,180+0
1089,1078,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",1-0,99,180+0
1880,1881,B21,Sicilian Defense: McDonnell Attack,1-0,79,180+0
1606,1567,C20,King's Pawn Game: Leonardis Variation,1-0,65,180+0
1839,1837,B13,Caro-Kann Defense: Exchange Variation,1-0,91,180+0
1907,1947,B01,Scandinavian Defense: Blackburne Gambit,1-0,40,180+0
1465,1409,A40,Englund Gambit,0-1,46,180+0
1765,1778,C55,Italian Game: Two Knights Defense,1-0,57,300+0
1946,2040,B20,Sicilian Defense: Bowdler Attack,0-1,68,480+0
1947,1896,A40,English Defense,1-0,47,60+0
1384,1335,C78,Ruy Lopez: Morphy Defense,1-0,59,60+1
1378,1423,C00,French Defense: Knight Variation,0-1,24,180+0
1168,1271,C21,Center Game,1/2-1/2,116,120+1
867,1333,A04,Zukertort Opening: Slav Invitation,1-0,45,120+1
1064,809,A00,Van't Kruijs Opening,1-0,53,120+1
861,990,A02,Bird Opening: Schlechter Gambit,1-0,19,120+1
906,439,C50,Italian Game,1-0,57,120+1
762,740,C00,French Defense: Franco-Sicilian Defense,1-0,45,180+0
2140,2462,B50,Sicilian Defense: Modern Variations,1-0,35,600+0
2177,2072,A08,King's Indian Attack: Sicilian Variation,1-0,30,600+0
1830,1841,C70,"Ruy Lopez: Morphy Defense, Caro Variation",1-0,26,600+0
1900,1957,D00,Queen's Pawn Game: Accelerated London System,0-1,19,600+0
1044,1074,A40,Queen's Pawn Game,0-1,62,600+0
1600,1723,B13,Caro-Kann Defense: Exchange Variation,0-1,80,600+0
1122,1166,B13,Caro-Kann Defense: Exchange Variation,1-0,31,600+0
1294,1280,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",1-0,39,600+0
1602,1499,D01,"Rapport-Jobava System, with e6",0-1,14,600+0
1978,1996,D02,Queen's Pawn Game: Zukertort Variation,0-1,136,600+0
874,857,A00,Hungarian Opening,0-1,82,600+0
1767,1741,A00,Mieses Opening: Reversed Rat,1-0,89,60+0
1931,1922,D05,Queen's Pawn Game: Colle System,1-0,101,60+0
1871,1887,B10,Caro-Kann Defense,1-0,29,60+0
2007,2062,A40,English Defense,1-0,83,60+0
2180,2121,B40,Sicilian Defense: French Variation,0-1,26,60+0
1053,1175,A04,Zukertort Opening: Kingside Fianchetto,0-1,74,60+0
1804,1782,A01,Nimzo-Larsen Attack: Modern Variation,0-1,106,60+0
1832,1830,B13,Caro-Kann Defense: Exchange Variation,1/2-1/2,120,60+0
1291,1318,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,0-1,42,60+0
2002,1989,A43,"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",0-1,72,60+0
1241,1224,C00,Rat Defense: Small Center Defense,1-0,57,60+0
1440,1326,C20,King's Pawn Game: Leonardis Variation,1/2-1/2,97,60+0
1658,1752,B00,Pirc Defense,1-0,55,60+0
2219,2187,B52,"Sicilian Defense: Moscow Variation, Main Line",1-0,83,60+0
1909,1910,C40,Gunderam Defense,0-1,90,60+0
2244,2277,D35,Queen's Gambit Declined: Exchange Variation,0-1,82,60+0
2112,2156,A40,Queen's Pawn Game,0-1,98,60+0
1712,1769,B20,Sicilian Defense: Bowdler Attack,0-1,102,180+2
1873,1866,B00,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",0-1,76,180+2
1587,1636,D06,Queen's Gambit,1-0,79,180+2
813,802,D04,"Queen's Pawn Game: Colle System, Grünfeld Formation",0-1,24,180+2
1688,1672,B07,Modern Defense: Geller's System,0-1,38,180+2
1360,1349,D00,Queen's Pawn Game: Levitsky Attack,0-1,38,180+2
1216,1195,B20,Sicilian Defense: Bowdler Attack,1-0,31,180+2
1801,1774,A45,Indian Defense: Accelerated London System,1-0,21,180+2
922,1009,A45,Indian Defense,0-1,132,180+2
1086,1032,C40,King's Pawn Game: Damiano Defense,1-0,101,600+0
1949,1944,A40,Horwitz Defense,1-0,93,600+0
1733,1781,D00,Queen's Pawn Game: Accelerated London System,1-0,63,600+0
1851,1893,B01,Scandinavian Defense: Main Line,0-1,43,600+0
1627,1648,C40,King's Pawn Game: Busch-Gass Gambit,1-0,47,600+0
1783,1798,B00,Owen Defense,0-1,49,600+0
900,1251,C44,King's Knight Opening: Normal Variation,0-1,122,600+0
822,693,B20,Sicilian Defense: Bowdler Attack,1-0,40,600+0
1394,1463,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",0-1,48,600+0
2247,2269,E20,Nimzo-Indian Defense: Mikenas Attack,1-0,85,600+0
1459,1499,C41,Philidor Defense: Exchange Variation,1-0,49,180+0
1824,1707,D20,Queen's Gambit Accepted: Old Variation,0-1,132,180+0
2334,2403,B00,Owen Defense,0-1,50,60+0
2032,1754,B00,Ware Defense,1-0,49,180+0
1377,1854,D20,Queen's Gambit Accepted,0-1,58,300+10
2007,2391,?,?,0-1,0,30+0
1730,1941,D00,Queen's Pawn Game,1-0,57,30+0
1586,1037,D07,"Queen's Gambit Declined: Chigorin Defense, Exchange Variation",1-0,29,30+0
1485,1494,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",0-1,46,600+0
1424,1428,B12,Caro-Kann Defense: Advance Variation,0-1,54,600+0
1442,1449,C50,Four Knights Game: Italian Variation,1-0,45,600+0
1370,1384,C50,Italian Game: Giuoco Piano,0-1,24,600+0
1399,1406,C30,King's Gambit Declined: Classical Variation,1-0,79,600+0
1010,1032,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",1-0,33,600+0
1326,1315,C00,French Defense: Knight Variation,1/2-1/2,121,600+0
971,994,D02,Queen's Pawn Game: Anti-Torre,1-0,63,600+0
1391,1390,?,?,0-1,0,600+0
1280,1291,C02,French Defense: Advance Variation,0-1,110,600+0
1219,1260,B00,King's Pawn Game,1-0,1,600+0
1156,1187,C48,"Four Knights Game: Spanish Variation, Classical Variation",0-1,100,600+0
1933,1912,B02,Alekhine Defense: Scandinavian Variation,0-1,62,300+0
2168,2241,C00,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",1-0,161,300+0
1866,1852,C47,Four Knights Game: Halloween Gambit,0-1,38,300+0
1836,1822,B20,Sicilian Defense: Bowdler Attack,0-1,74,300+0
1939,2043,C02,"French Defense: Advance Variation, Main Line",0-1,76,300+0
1718,1710,D02,"Queen's Pawn Game: London System, with e6",1-0,53,300+0
1527,1511,C77,"Ruy Lopez: Morphy Defense, Anderssen Variation",0-1,68,300+0
1192,1361,B01,Scandinavian Defense,0-1,66,300+0
1749,1808,C10,French Defense: Paulsen Variation,1-0,43,300+0
1851,1847,B28,"Sicilian Defense: O'Kelly Variation, Normal System",0-1,56,300+0
1420,1445,C25,Vienna Game,0-1,82,300+0
1625,1622,B01,Scandinavian Defense: Blackburne Gambit,0-1,128,300+0
1689,1673,A00,Mieses Opening,0-1,102,300+0
1634,1630,C45,Scotch Game: Potter Variation,1-0,33,300+0
1577,1610,A46,Yusupov-Rubinstein System,0-1,66,300+0
1559,1546,A48,London System,1-0,87,300+0
1943,1952,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",0-1,79,600+0
2229,2203,B00,Pirc Defense,1-0,107,600+0
1936,1938,B15,Caro-Kann Defense: Main Line,0-1,138,600+0
1986,2075,C00,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",0-1,46,600+0
1890,1842,A31,"English Opening: Symmetrical Variation, Anti-Benoni Variation",0-1,94,600+0
1801,1815,?,?,0-1,0,600+0
1553,1535,B00,Borg Defense,0-1,80,600+0
1784,1796,D00,Queen's Pawn Game: Accelerated London System,0-1,36,600+0
1626,1625,D41,Queen's Gambit Declined: Semi-Tarrasch Defense,1-0,55,600+0
1440,1413,C02,French Defense: Advance Variation,0-1,110,600+0
1905,1922,C65,"Ruy Lopez: Classical Variation, Zukertort Gambit",1/2-1/2,130,600+0
1565,1615,A07,King's Indian Attack,1-0,115,600+0
1758,1748,A03,Bird Opening: Dutch Variation,1-0,69,600+0
1674,1666,B01,Scandinavian Defense: Valencian Variation,0-1,30,600+0
1364,1359,C47,Four Knights Game: Scotch Variation Accepted,0-1,38,600+0
1312,1320,D00,Queen's Pawn Game: Accelerated London System,0-1,70,600+0
1615,1803,B06,Modern Defense,0-1,74,300+0
1897,1836,B01,Scandinavian Defense: Valencian Variation,0-1,66,300+0
1552,1564,C00,French Defense,1-0,65,180+0
1514,1513,B21,Sicilian Defense: Smith-Morra Gambit,0-1,68,180+0
1808,1787,B07,Pirc Defense,1-0,39,180+0
2049,2064,D38,Queen's Gambit Declined: Ragozin Defense,1-0,63,180+0
2375,2298,A15,"English Opening: Anglo-Indian Defense, King's Indian Formation",1-0,75,180+0
1865,1848,A40,Englund Gambit: Main Line,1-0,105,180+0
1960,1942,B23,Sicilian Defense: Closed,0-1,70,180+0
1866,1899,B00,Nimzowitsch Defense: Kennedy Variation,0-1,32,180+0
1469,1378,D00,Queen's Pawn Game,1-0,53,180+0
2174,2144,A01,Nimzo-Larsen Attack: Modern Variation,1-0,51,180+0
2034,2033,C50,Italian Game: Hungarian Defense,1-0,53,180+0
1582,1532,D00,Queen's Pawn Game: Accelerated London System,1-0,21,180+0
1809,1833,A00,Polish Opening,1-0,61,180+0
1703,1658,A40,Horwitz Defense,0-1,40,180+0
2055,2047,B01,Scandinavian Defense: Valencian Variation,0-1,72,60+0
1742,1704,C03,French Defense: Tarrasch Variation,1/2-1/2,180,120+3
2168,2171,A43,Benoni Defense: French Benoni,0-1,84,60+0
2222,2244,B43,"Sicilian Defense: Kan Variation, Knight Variation",1-0,71,60+0
1487,1490,C44,"Scotch Game: Scotch Gambit, Advance Variation",1/2-1/2,115,600+0
1300,1313,C41,Philidor Defense,0-1,130,600+0
1033,1029,B00,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation",1-0,79,600+0
1839,1853,A02,Bird Opening,0-1,60,600+0
1177,1183,A00,Van't Kruijs Opening,0-1,40,600+0
1735,1759,A48,London System,0-1,106,600+0
2044,2077,D20,Queen's Gambit Accepted,0-1,84,600+0
1892,1889,A40,Horwitz Defense,1-0,89,600+0
1348,1448,C21,Center Game: Kieseritzky Variation,0-1,84,600+0
1559,1506,B10,Caro-Kann Defense,0-1,44,600+0
1150,1059,B50,Sicilian Defense: Kopec System,1-0,99,600+0
1948,1947,A20,English Opening: King's English Variation,1-0,23,600+0
1983,1994,D20,"Queen's Gambit Accepted: Central Variation, Modern Defense",0-1,82,300+0
1331,1362,A45,Indian Defense,0-1,39,300+0
1148,1205,C50,Italian Game: Paris Defense,1/2-1/2,153,180+2
1393,1348,D08,Queen's Gambit Declined: Albin Countergambit,0-1,72,120+1
1034,1079,C25,Vienna Game: Max Lange Defense,0-1,50,120+1
1732,1788,A04,Zukertort Opening: The Walrus,0-1,98,120+1
1486,1490,B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",1-0,43,120+1
1835,1874,C00,French Defense: Diemer-Duhm Gambit,1-0,67,120+1
2248,2272,A58,Benko Gambit Accepted: Fully Accepted Variation,0-1,46,120+1
1076,1080,C40,Elephant Gambit,0-1,48,120+1
999,873,C73,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",0-1,22,120+1
2136,2041,B00,Pirc Defense,1-0,57,120+1
2040,1954,A08,King's Indian Attack: French Variation,1-0,91,120+1
1449,1473,D01,Richter-Veresov Attack,0-1,42,120+1
1570,1543,B07,Pirc Defense,0-1,37,120+1
1798,1753,C01,French Defense: Exchange Variation,0-1,78,120+1
2361,2455,A43,Benoni Defense: Old Benoni,1-0,77,60+0
1592,1636,B15,Caro-Kann Defense: Main Line,1-0,59,600+0
